,customer_id,customer_name,customer_gender,customer_birthdate,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,loyalty_card_number,latitude,longitude
90,37570,Tressa Mendez,female,06/07/1951 02:03 PM,1.0,1.0,1.0,3.0,20517.0,4870.0,14.0,276.0,768.0,613.0,461.0,765.0,1225.0,333.0,273.0,96.0,0.7543346271506257,2011.0,,38.7335477359794,-9.16935676425524
91,17486,Bsc. Joshua Cummings,male,11/11/1966 10:09 AM,1.0,1.0,1.0,4.0,5997.0,461.0,20.0,164.0,700.0,949.0,738.0,634.0,318.0,318.0,313.0,265.0,0.5014537907313832,2009.0,912441.0,38.78006609581085,-9.18069924864573
92,20612,Phd. Annie Roberts,female,04/14/1984 04:29 PM,4.0,2.0,2.0,1.0,14437.0,2723.0,10.0,797.0,857.0,1595.0,1916.0,1126.0,1240.0,550.0,384.0,330.0,0.1117655854883703,2007.0,916638.0,38.76787921156616,-9.187312776673402
93,23799,Douglas Edwards,male,02/27/1965 04:06 PM,1.0,3.0,2.0,1.0,26815.0,5340.0,8.0,1064.0,898.0,1265.0,1788.0,1872.0,676.0,319.0,13.0,290.0,0.165963125482137,2012.0,939865.0,38.73270168941411,-9.140717278248864
94,28915,Phd. Winfred Cables,male,02/02/1964 09:29 AM,0.0,1.0,0.0,3.0,41038.0,2689.0,14.0,976.0,474.0,1469.0,1426.0,1443.0,632.0,721.0,503.0,97.0,0.1408366088222182,2014.0,993323.0,38.78973955905836,-9.065429471350916
95,7349,Phd. Ula Tashman,female,04/18/1984 11:48 AM,0.0,1.0,0.0,6.0,14321.0,747.0,19.0,1002.0,133.0,139.0,906.0,146.0,259.0,397.0,243.0,57.0,0.3249312410124992,2015.0,908680.0,38.72061919784328,-9.16132364002914
96,37849,Stephen Farfaglia,male,12/04/1975 12:02 PM,1.0,0.0,2.0,4.0,7052.0,2690.0,15.0,1895.0,443.0,,54.0,73.0,983.0,129.0,286.0,98.0,0.1308468208583285,2009.0,,38.7783055644334,-9.12804171650034
97,30861,Tom Cromwell,male,11/02/1996 06:25 PM,2.0,1.0,2.0,2.0,8781.0,591.0,,160.0,154.0,174.0,618.0,885.0,107.0,55.0,287.0,72.0,0.8276210419471506,2018.0,,38.74747484693228,-9.156560828641894
98,15061,Phd. Dorothy Marsh,female,03/17/1949 11:49 AM,4.0,2.0,1.0,2.0,7153.0,5181.0,10.0,1145.0,718.0,1318.0,1123.0,2524.0,1068.0,385.0,381.0,402.0,0.2185412782912135,2015.0,990602.0,38.74204428935907,-9.171361872947683
99,28653,Anthony Baker,male,02/02/1995 12:21 PM,2.0,1.0,2.0,2.0,13491.0,306.0,7.0,143.0,341.0,474.0,562.0,381.0,264.0,132.0,140.0,46.0,0.8425508069635761,2019.0,,38.74784097113948,-9.156109377957169
100,27865,Alberta Horton,female,12/01/1982 11:05 PM,1.0,1.0,1.0,5.0,34965.0,3082.0,24.0,346.0,470.0,559.0,739.0,283.0,1722.0,203.0,458.0,153.0,-0.2270153297480158,2013.0,946507.0,38.727916171847646,-9.18029707315104
